source,section_number,section_name,section_position,store_index,store_id,object_id,mobile_asset_id,price,generation_lock,item_type,short_text_id,long_text_id,short_text_key,long_text_key,short_description,long_description,image_path,record_offset,notes
desktop_base,1,Dining Room,33,34,449,56,,225,3,5,1278,1279,eString_CouchPlumbStdShortDesc,eString_CouchPlumbStdLongDesc,Large Quality Couch,A luxurious three seat couch in plum.,Furniture/CouchPlumbStd.png,0x14d590,
desktop_base,1,Dining Room,34,36,451,58,,45,0,5,1282,1283,eString_CouchWornBeigeStdShortDesc,eString_CouchWornBeigeStdLongDesc,Used Couch,"A perfectly serviceable couch, though definitely showing signs of wear. This one was originally beige. ",Furniture/CouchLightlyWornBeigeStd.png,0x14d668,
desktop_base,1,Dining Room,35,37,452,59,,75,0,5,1284,1285,eString_CouchWornLandLordGreenStdShortDesc,eString_CouchWornLandLordGreenStdLongDesc,Used Couch,"A perfectly serviceable couch, though definitely showing signs of wear. This one is greenish. ",Furniture/CouchWornLandlordGreenStd.png,0x14d6d4,
desktop_base,1,Dining Room,36,38,453,60,,55,0,5,1286,1287,eString_CouchWornSteelBlueStdShortDesc,eString_CouchWornSteelBlueStdLongDesc,Used Couch,"A perfectly serviceable couch, though definitely showing signs of wear. It's hard to tell what shade of blue it was originally, but it's certainly in the blue family.",Furniture/CouchWornSteelBlueStd.png,0x14d740,
desktop_base,1,Dining Room,37,35,450,57,,45,0,5,1280,1281,eString_CouchTrashedBeigeStdShortDesc,eString_CouchTrashedBeigeStdLongDesc,Usable Couch,"While still usable, this couch looks like it was abandoned at the curbside by college students who found a slightly less nasty one on another curbside.",Furniture/CouchTrashedBeigeStd.png,0x14d5fc,
desktop_base,1,Dining Room,38,22,506,45,,250,2,5,1390,1391,eString_ChairBeanbagBlueStdShortDesc,eString_ChairBeanbagBlueStdLongDesc,Blue Beanbag Chair,"Beanbag chairs? They're back! Comfy, portable, and just a little silly!",Furniture/ChairBeanbagBlueStd.png,0x14d080,
desktop_base,1,Dining Room,39,23,507,46,,250,2,5,1392,1393,eString_ChairBeanbagBrownStdShortDesc,eString_ChairBeanbagBrownStdLongDesc,Brown Beanbag Chair,"Comfy, portable, and just a little silly!",Furniture/ChairBeanbagBrownStd.png,0x14d0ec,
desktop_base,1,Dining Room,40,24,508,47,,250,2,5,1394,1395,eString_ChairBeanbagGreenStdShortDesc,eString_ChairBeanbagGreenStdLongDesc,Green Beanbag Chair,"Comfy, portable, and just a little silly!",Furniture/ChairBeanbagGreenStd.png,0x14d158,
desktop_base,1,Dining Room,41,25,509,48,,350,2,5,1396,1397,eString_ChairBeanbagOrgStdShortDesc,eString_ChairBeanbagOrgStdLongDesc,Orange Beanbag Chair,"Comfy, portable, and just a little silly!",Furniture/ChairBeanbagOrgStd.png,0x14d1c4,
desktop_base,1,Dining Room,42,26,510,49,,300,2,5,1398,1399,eString_ChairBeanbagRedStdShortDesc,eString_ChairBeanbagRedStdLongDesc,Red Beanbag Chair,"Comfy, portable, and just a little silly!",Furniture/ChairBeanbagRedStd.png,0x14d230,
desktop_base,1,Dining Room,43,88,468,110,,750,3,5,1318,1319,eString_SofaTanStdShortDesc,eString_SofaTanStdLongDesc,Tan Loveseat,A cozy and comfortable seat for two.,Furniture/SofaTanStd.png,0x14ec58,
desktop_base,1,Dining Room,44,87,467,109,,1150,3,5,1316,1317,eString_SofaWhiteStdShortDesc,eString_SofaWhiteStdLongDesc,White Loveseat,A cozy and comfortable seat for two.,Furniture/SofaWhiteStd.png,0x14ebec,
desktop_base,1,Dining Room,45,89,469,111,,750,3,5,1320,1321,eString_SofaBrownStdShortDesc,eString_SofaBrownStdLongDesc,Brown Loveseat,A cozy and comfortable seat for two.,Furniture/SofaBrownStd.png,0x14ecc4,
desktop_base,1,Dining Room,46,90,470,112,,99,0,5,1322,1323,eString_SofaWornWhiteStdShortDesc,eString_SofaWornWhiteStdLongDesc,Second Hand Loveseat,"Showing a little wear and tear from its previous owners, this little couch is still quite comfy.",Furniture/SofaWornWhiteStd.png,0x14ed30,
desktop_base,1,Dining Room,47,180,609,191,,1825,7,5,1582,1583,eString_SofaFlowersShortDesc,eString_SofaFlowersLongDesc,Elegant Flowery Sofa,Just like Grandma has!,Furniture/SofaFlowers.png,0x151328,
desktop_base,1,Dining Room,48,181,610,192,,1745,7,5,1584,1585,eString_SofaStripesShortDesc,eString_SofaStripesLongDesc,Elegant Striped Sofa,The stripes will help hide future stains.,Furniture/SofaStripes.png,0x151394,
desktop_base,1,Dining Room,49,86,466,108,,2150,3,5,1314,1315,eString_SofaChildrensGreyYellowStdShortDesc,eString_SofaChildrensGreyYellowStdLongDesc,Kids' Sofa,This fun sofa is made just for kids!,Furniture/SofaChildrensGreyYellowStd.png,0x14eb80,
desktop_base,1,Dining Room,50,182,611,193,,2695,7,5,1586,1587,eString_WhiteCouchShortDesc,eString_WhiteCouchLongDesc,A Modern White Couch,"A simple, yet stunning modern white couch",Furniture/WhiteCouch.png,0x151400,
desktop_base,1,Dining Room,51,179,608,190,,3395,7,5,1580,1581,eString_BlackCouchShortDesc,eString_BlackCouchLongDesc,Dramatic Gothic Couch,This incredible Gothic couch is unforgettable!,Furniture/BlackCouch.png,0x1512bc,
desktop_base,1,Dining Room,52,176,605,187,,795,7,5,1574,1575,eString_WhiteCoffeeTableShortDesc,eString_WhiteCoffeeTableLongDesc,Modern White Coffee Table,"A very modern, sleek white coffee table.",Furniture/WhiteCoffeeTable.png,0x151178,
desktop_base,1,Dining Room,53,158,587,169,,2150,7,5,1538,1539,eString_BlackCoffeeTableShortDesc,eString_BlackCoffeeTableLongDesc,Gothic Coffee Table,"A long, incredible Gothic-styled coffee table",Furniture/BlackCoffeeTable.png,0x1509e0,
desktop_base,1,Dining Room,54,5,503,40,,450,2,5,1384,1385,eString_BookCaseBirchSmStdShortDesc,eString_BookCaseBirchSmStdLongDesc,Small Birch Book Case,"This is a standard small book case. It's nothing fancy, but it's a good home for your family's reading material. It's finished in birch veneer.",Furniture/BookCaseBirchSmStd.png,0x14c954,
desktop_base,1,Dining Room,55,6,504,41,,2450,4,5,1386,1387,eString_BookCaseBirchStdShortDesc,eString_BookCaseBirchStdLongDesc,Large Birch Book Case,"This is a standard large book case. It's nothing fancy, but it has plenty of space for your family's reading material. It's finished in birch veneer.",Furniture/BookCaseBirchStd.png,0x14c9c0,
desktop_base,1,Dining Room,56,166,595,177,,1250,4,5,1554,1555,eString_LowerBookshelfShortDesc,eString_LowerBookshelfLongDesc,Square Birch Bookshelf,"A mid-sized square, birch bookshelf",Furniture/LowerBookshelf.png,0x150d40,
desktop_base,1,Dining Room,57,40,455,327,,450,3,5,1290,1291,eString_WideCabinetStdShortDesc,eString_WideCabinetStdLongDesc,Wide Cabinet,It's a wide cabinet for use in a bedroom or anywhere you need a little extra storage.,Furniture/SmallCradenzaStd.png,0x14d818,
desktop_base,1,Dining Room,58,175,604,186,,1950,7,5,1572,1573,eString_WhiteBookshelfShortDesc,eString_WhiteBookshelfLongDesc,Modern White Bookshelf,"A simple and clean modern, white bookshelf.",Furniture/WhiteBookshelf.png,0x15110c,
desktop_base,1,Dining Room,59,157,586,168,,3125,7,5,1536,1537,eString_BlackBookshelfShortDesc,eString_BlackBookshelfLongDesc,Black Bookshelf,"A dramatic black, Gothic bookshelf",Furniture/BlackBookshelf.png,0x150974,
desktop_base,1,Dining Room,60,72,486,98,,1550,3,3,1348,1349,eString_RugOvalBlackStdShortDesc,eString_RugOvalBlackStdLongDesc,Small Sepia Oval Rug,"A small rug, dyed with sepia, that will be a striking accent to any room.",Furniture/RugOvalBlackStd.png,0x14e598,
desktop_base,1,Dining Room,61,73,487,99,,750,3,3,1350,1351,eString_RugOvalBlueStdShortDesc,eString_RugOvalBlueStdLongDesc,Small Lapis Oval Rug,"A small rug, dyed in a calming and beautiful shade of blue.",Furniture/RugOvalBlueStd.png,0x14e604,
desktop_base,1,Dining Room,62,74,488,100,,850,3,3,1352,1353,eString_RugOvalBrownStdShortDesc,eString_RugOvalBrownStdLongDesc,Small Brown Oval Rug,A small rug that can be used in various locations around the house as a decorative accent or to protect the floor.,Furniture/RugOvalBrownStd.png,0x14e670,
desktop_base,1,Dining Room,63,75,489,101,,750,3,3,1354,1355,eString_RugOvalGreenStdShortDesc,eString_RugOvalGreenStdLongDesc,Small Green Oval Rug,A forest-green rug that will bring the colors of the forest into any room.,Furniture/RugOvalGreenStd.png,0x14e6dc,
desktop_base,1,Dining Room,64,76,529,94,,14500,5,3,1446,1447,eString_RugOriental1StdShortDesc,eString_RugOriental1StdLongDesc,Antique Oriental Rug,"This large, exceptional oriental rug will inevitably become a family heirloom.",Furniture/RugOriental1Std.png,0x14e748,
desktop_base,1,Dining Room,65,77,530,95,,8800,5,3,1448,1449,eString_RugOriental2StdShortDesc,eString_RugOriental2StdLongDesc,Quality Oriental Rug,"A large, quality oriental rug such as this can really help to define the decor of any room.",Furniture/RugOriental2Std.png,0x14e7b4,
desktop_base,1,Dining Room,66,78,531,96,,7600,5,3,1450,1451,eString_RugOriental3StdShortDesc,eString_RugOriental3StdLongDesc,Intricate Oriental Rug,The stitchwork on this large oriental rug is second-to-none.,Furniture/RugOriental3Std.png,0x14e820,
desktop_base,1,Dining Room,67,79,532,97,,4500,5,3,1452,1453,eString_RugOriental4StdShortDesc,eString_RugOriental4StdLongDesc,Modern Oriental Rug,This medium-sized oriental rug has a more modern look.,Furniture/RugOriental4Std.png,0x14e88c,
desktop_base,1,Dining Room,68,171,600,182,,1250,7,3,1564,1565,eString_ModernRug1ShortDesc,eString_ModernRug1LongDesc,Animal Rug,This rug has a trendy Zebra pattern.,Furniture/ModernRug1.png,0x150f5c,
desktop_base,1,Dining Room,69,172,601,183,,2750,7,3,1566,1567,eString_ModernRug2ShortDesc,eString_ModernRug2LongDesc,Modern White Rug,This modern white rug has a subtle design.,Furniture/ModernRug2.png,0x150fc8,
desktop_base,1,Dining Room,70,173,602,184,,3125,7,3,1568,1569,eString_ModernRug3ShortDesc,eString_ModernRug3LongDesc,Modern Dark Rug,A dark rug with a leafy design.,Furniture/ModernRug3.png,0x151034,
desktop_base,1,Dining Room,71,174,603,185,,1610,7,3,1570,1571,eString_ModernRug4ShortDesc,eString_ModernRug4LongDesc,Modern Red Rug,Red Rug! Red Rug!,Furniture/ModernRug4.png,0x1510a0,
desktop_base,1,Dining Room,72,107,537,131,,450,4,5,1462,1463,eString_WallPainting1StdShortDesc,eString_WallPainting1StdLongDesc,Wall Painting,Bring sophistication to any room by hanging a fine art painting.,Furniture/WallPainting1Std.png,0x14f45c,
desktop_base,1,Dining Room,73,108,538,132,,350,4,5,1464,1465,eString_WallPainting2StdShortDesc,eString_WallPainting2StdLongDesc,Wall Painting,Bring sophistication to any room by hanging a fine art painting.,Furniture/WallPainting2Std.png,0x14f4c8,
desktop_base,1,Dining Room,74,109,539,133,,4150,4,5,1466,1467,eString_WallPainting3StdShortDesc,eString_WallPainting3StdLongDesc,Wall Painting,Bring sophistication to any room by hanging a fine art painting.,Furniture/WallPainting3Std.png,0x14f534,
desktop_base,1,Dining Room,75,110,540,134,,13150,4,5,1468,1469,eString_WallPainting4StdShortDesc,eString_WallPainting4StdLongDesc,Wall Painting,Bring sophistication to any room by hanging a fine art painting.,Furniture/WallPainting4Std.png,0x14f5a0,
desktop_base,1,Dining Room,76,128,557,154,,3875,7,5,1470,1471,eString_WallPainting5StdShortDesc,eString_WallPainting5StdLongDesc,Large Modern Painting,"This huge, modern painting will have a big impact.",Furniture/ModernPainting1.png,0x14fd38,
desktop_base,1,Dining Room,77,129,558,155,,2450,7,5,1470,1471,eString_WallPainting5StdShortDesc,eString_WallPainting5StdLongDesc,Large Modern Painting,"This huge, modern painting will have a big impact.",Furniture/ModernPainting2.png,0x14fda4,
desktop_base,1,Dining Room,78,130,559,156,,2975,7,5,1470,1471,eString_WallPainting5StdShortDesc,eString_WallPainting5StdLongDesc,Large Modern Painting,"This huge, modern painting will have a big impact.",Furniture/ModernPainting3.png,0x14fe10,
desktop_base,1,Dining Room,79,131,560,157,,2795,7,5,1470,1471,eString_WallPainting5StdShortDesc,eString_WallPainting5StdLongDesc,Large Modern Painting,"This huge, modern painting will have a big impact.",Furniture/ModernPainting4.png,0x14fe7c,
desktop_base,1,Dining Room,80,132,561,158,,12995,7,5,1472,1473,eString_WallPainting6StdShortDesc,eString_WallPainting6StdLongDesc,Huge Landscape Painting,This huge landscape painting is tranquil and stunning.,Furniture/ModernPainting5.png,0x14fee8,
desktop_base,1,Dining Room,81,105,498,130,,150,0,5,1374,1375,eString_TVOldStyleStdShortDesc,eString_TVOldStyleStdLongDesc,Classic TV,"This is the old style of TV that has been standard issue for couch potatoes everywhere for decades. While functional, they are rapidly being replaced by the newer flat screen type.",Furniture/OldStyleTV.png,0x14f384,
desktop_base,1,Dining Room,82,106,499,129,,5000,3,5,1376,1377,eString_TVFlatScreenStdShortDesc,eString_TVFlatScreenStdLongDesc,Flat Screen TV,"If you're going to be a couch potato, why not do it in style? This modern flat screen unit features a vivid, panoramic picture!",Furniture/TVFlatScreenStd.png,0x14f3f0,
desktop_base,1,Dining Room,83,121,550,146,,165,2,5,1482,1483,eString_HousePlantShortDesc,eString_HousePlantLongDesc,House Plant,These beautiful indoor/outdoor plants bring nature into the room.,Furniture/BroadLeaf.png,0x14fa44,
desktop_base,1,Dining Room,84,127,556,153,,90,2,5,1482,1483,eString_HousePlantShortDesc,eString_HousePlantLongDesc,House Plant,These beautiful indoor/outdoor plants bring nature into the room.,Furniture/Leafy.png,0x14fccc,
desktop_base,1,Dining Room,85,134,563,160,,280,2,5,1482,1483,eString_HousePlantShortDesc,eString_HousePlantLongDesc,House Plant,These beautiful indoor/outdoor plants bring nature into the room.,Furniture/Palm.png,0x14ffc0,
desktop_base,1,Dining Room,86,138,567,164,,75,2,5,1482,1483,eString_HousePlantShortDesc,eString_HousePlantLongDesc,House Plant,These beautiful indoor/outdoor plants bring nature into the room.,Furniture/SmallLeaf.png,0x150170,
desktop_base,1,Dining Room,87,139,568,165,,180,2,5,1482,1483,eString_HousePlantShortDesc,eString_HousePlantLongDesc,House Plant,These beautiful indoor/outdoor plants bring nature into the room.,Furniture/Tiered.png,0x1501dc,
desktop_base,1,Dining Room,88,93,473,115,,150,3,5,1328,1329,eString_TableRoundWornWhiteStdShortDesc,eString_TableRoundWornWhiteStdLongDesc,Second Hand Round Table,"So it has few stains and chips? It's still a perfectly reasonable table, and at a very reasonable price!",Furniture/TableRoundWornWhiteStd.png,0x14ee74,
desktop_base,1,Dining Room,89,96,476,118,,275,3,5,1328,1329,eString_TableRoundWornWhiteStdShortDesc,eString_TableRoundWornWhiteStdLongDesc,Second Hand Round Table,"So it has few stains and chips? It's still a perfectly reasonable table, and at a very reasonable price!",Furniture/TableRoundWornWhiteStools.png,0x14efb8,
desktop_base,1,Dining Room,90,91,471,113,,550,3,5,1324,1325,eString_TableRectangularWhiteStdShortDesc,eString_TableRectangularWhiteStdLongDesc,White Rectangular Table,"You never know when you will need a good, flat surface to work on.",Furniture/TableRectangularWhiteStd.png,0x14ed9c,
desktop_base,1,Dining Room,91,94,474,116,,975,4,5,1324,1325,eString_TableRectangularWhiteStdShortDesc,eString_TableRectangularWhiteStdLongDesc,White Rectangular Table,"You never know when you will need a good, flat surface to work on.",Furniture/TableRectangularWhiteStools.png,0x14eee0,
desktop_base,1,Dining Room,92,92,472,114,,625,3,5,1326,1327,eString_TableRoundWhiteStdShortDesc,eString_TableRoundWhiteStdLongDesc,White Circular Table,"You never know when you will need a good, flat surface to work on.",Furniture/TableRoundWhiteStd.png,0x14ee08,
desktop_base,1,Dining Room,93,95,475,117,,1050,4,5,1326,1327,eString_TableRoundWhiteStdShortDesc,eString_TableRoundWhiteStdLongDesc,White Circular Table,"You never know when you will need a good, flat surface to work on.",Furniture/TableRoundWhiteStools.png,0x14ef4c,
desktop_base,1,Dining Room,94,56,462,78,,950,3,5,1304,1305,eString_KidsTableAndChairsStdShortDesc,eString_KidsTableAndChairsStdLongDesc,Children's Chairs,"This is an activity center for children, which includes a kid-sized table and some small chairs.",Furniture/KidsTableAndChairsStd.png,0x14ded8,
desktop_base,1,Dining Room,95,29,511,51,,4290,5,5,1400,1401,eString_CocktailCradenzaStdShortDesc,eString_CocktailCradenzaStdLongDesc,Cocktail Credenza,A classy way to serve drinks and keep bottles and supplies neat and organized.,Furniture/CocktailCradenzaStd.png,0x14d374,
desktop_base,1,Dining Room,96,39,454,326,,2200,4,5,1288,1289,eString_CradenzaLargeStdShortDesc,eString_CradenzaLargeStdLongDesc,Large Credenza,"It's a large, general purpose credenza.",Furniture/LargeCradenzaStd.png,0x14d7ac,
desktop_base,1,Dining Room,98,177,606,188,,3850,7,5,1576,1577,eString_WhiteCredenzaShortDesc,eString_WhiteCredenzaLongDesc,Modern White Credenza,A stunning modern white credenza.,Furniture/WhiteCredenza.png,0x1511e4,
desktop_base,1,Dining Room,99,160,589,171,,5195,7,5,1542,1543,eString_CredenzaShortDesc,eString_CredenzaLongDesc,Gothic Credenza,A spectacular polished black Gothic credenza.,Furniture/Credenza.png,0x150ab8,
desktop_base,2,Bedroom,0,7,433,23,,850,0,5,1246,1247,eString_RenderedBed1PairShortDesc,eString_RenderedBed1PairLongDesc,Standard Adult Bed,This is a cozy bed that is comfortable for two adults.,Furniture/Rendered BedPair 1.png,0x14ca2c,
desktop_base,2,Bedroom,1,10,438,34,,850,0,5,1256,1257,eString_BedAdultOrangeStdShortDesc,eString_BedAdultOrangeStdLongDesc,Standard Adult Bed,This is a cozy bed that is comfortable for two adults.,Furniture/BedAdultOrangeStd.png,0x14cb70,
desktop_base,2,Bedroom,2,11,439,35,,850,0,5,1258,1259,eString_BedAdultBrownStdShortDesc,eString_BedAdultBrownStdLongDesc,Standard Adult Bed,This is a cozy bed that is comfortable for two adults.,Furniture/BedAdultBrownStd.png,0x14cbdc,
desktop_base,2,Bedroom,3,12,440,36,,850,0,5,1260,1261,eString_BedAdultGreenStdShortDesc,eString_BedAdultGreenStdLongDesc,Standard Adult Bed,This is a cozy bed that is comfortable for two adults.,Furniture/BedAdultGreenStd.png,0x14cc48,
desktop_base,2,Bedroom,4,13,441,37,,850,0,5,1262,1263,eString_BedAdultRedStdShortDesc,eString_BedAdultRedStdLongDesc,Standard Adult Bed,This is a cozy bed that is comfortable for two adults.,Furniture/BedAdultRedStd.png,0x14ccb4,
desktop_base,2,Bedroom,5,14,442,38,,850,0,5,1264,1265,eString_BedAdultRoseStdShortDesc,eString_BedAdultRoseStdLongDesc,Standard Adult Bed,This is a cozy bed that is comfortable for two adults.,Furniture/BedAdultRoseStd.png,0x14cd20,
desktop_base,2,Bedroom,6,15,443,39,,1350,0,5,1266,1267,eString_BedAdultSkyBlueStdShortDesc,eString_BedAdultSkyBlueStdLongDesc,Standard Adult Bed,This is a cozy bed that is comfortable for two adults.,Furniture/BedAdultSkyBlueStd.png,0x14cd8c,
desktop_base,2,Bedroom,7,18,436,119,,550,0,5,1252,1253,eString_BedKidsPinkStdShortDesc,eString_BedKidsPinkStdLongDesc,Pink Children's Bed,A traditional kid's bed in pink.,Furniture/BedKidsPinkStd.png,0x14ced0,
desktop_base,2,Bedroom,8,19,437,120,,550,0,5,1254,1255,eString_BedKidsBlueStdShortDesc,eString_BedKidsBlueStdLongDesc,Blue Children's Bed,A traditional kid's bed in blue.,Furniture/BedKidsBlueStd.png,0x14cf3c,
desktop_base,2,Bedroom,9,16,434,30,,750,4,5,1248,1249,eString_BedBoatStdShortDesc,eString_BedBoatStdLongDesc,Boat Shaped Bed,A fun bed for the kids styled as a boat.,Furniture/BedBoatStd.png,0x14cdf8,
desktop_base,2,Bedroom,10,17,435,33,,950,4,5,1250,1251,eString_BedCarRedStdShortDesc,eString_BedCarRedStdLongDesc,Car Shaped Bed,A fun bed for the little racer in the family.,Furniture/BedCarRedStd.png,0x14ce64,
desktop_base,2,Bedroom,11,165,594,176,,2750,3,5,1552,1553,eString_HeartShapedBedShortDesc,eString_HeartShapedBedLongDesc,Heart Shaped Bed,This heart-shaped bed sets the mood for romance.,Furniture/HeartShapedBed.png,0x150cd4,
desktop_base,2,Bedroom,12,167,596,178,,2650,7,5,1556,1557,eString_Modern_DoubleBedStripedDuvetBlueShortDesc,eString_Modern_DoubleBedStripedDuvetBlueLongDesc,Modern Double Bed in Blue,A modern double bed with an elegant striped blue duvet.,Furniture/Modern_DoubleBedStripedDuvetBlue.png,0x150dac,
desktop_base,2,Bedroom,13,168,597,179,,2650,7,5,1558,1559,eString_Modern_DoubleBedStripedDuvetRedShortDesc,eString_Modern_DoubleBedStripedDuvetRedLongDesc,Modern Double Bed in Red,A modern double bed with an elegant striped red duvet.,Furniture/Modern_DoubleBedStripedDuvetRed.png,0x150e18,
desktop_base,2,Bedroom,14,186,615,197,,2995,7,5,1594,1595,eString_DoubleBedFloweryDuvetBlueShortDesc,eString_DoubleBedFloweryDuvetBlueLongDesc,Modern Double Bed in Blue,A modern double bed with an elegant flowery blue duvet.,Furniture/DoubleBedFloweryDuvetBlue.png,0x1515b0,
desktop_base,2,Bedroom,15,187,616,198,,2995,7,5,1596,1597,eString_DoubleBedFloweryDuvetRedShortDesc,eString_DoubleBedFloweryDuvetRedLongDesc,Modern Double Bed in Red,A modern double bed with an elegant flowery red duvet.,Furniture/DoubleBedFloweryDuvetRed.png,0x15161c,
desktop_base,2,Bedroom,16,190,619,201,,1695,7,5,1602,1603,eString_WhiteSingleBedAirplanesShortDesc,eString_WhiteSingleBedAirplanesLongDesc,"Fancy Single Bed, Airplanes","A very elegant children's bed, themed with aviation.",Furniture/WhiteSingleBedAirplanes.png,0x151760,
desktop_base,2,Bedroom,17,191,620,202,,1695,7,5,1604,1605,eString_WhiteSingleBedPrincessesShortDesc,eString_WhiteSingleBedPrincessesLongDesc,"Fancy Single Bed, Princess","A very elegant children's bed, themed with princesses.",Furniture/WhiteSingleBedPrincesses.png,0x1517cc,
desktop_base,2,Bedroom,18,161,590,172,,3850,7,5,1544,1545,eString_Gothic_DoubleBedStripedDuvetBlueShortDesc,eString_Gothic_DoubleBedStripedDuvetBlueLongDesc,Gothic Double Bed in Blue,A Gothic double bed with a blue striped duvet.,Furniture/Gothic_DoubleBedStripedDuvetBlue.png,0x150b24,
desktop_base,2,Bedroom,19,162,591,173,,3850,7,5,1546,1547,eString_Gothic_DoubleBedStripedDuvetRedShortDesc,eString_Gothic_DoubleBedStripedDuvetRedLongDesc,Gothic Double Bed in Red,A Gothic double bed with a red striped duvet.,Furniture/Gothic_DoubleBedStripedDuvetRed.png,0x150b90,
desktop_base,2,Bedroom,20,183,612,194,,3875,7,5,1588,1589,eString_DoubleBedCheckeredDuvetBlueShortDesc,eString_DoubleBedCheckeredDuvetBlueLongDesc,Gothic Double Bed in Blue,A Gothic double bed with a blue checkered duvet.,Furniture/DoubleBedCheckeredDuvetBlue.png,0x15146c,
desktop_base,2,Bedroom,21,184,613,195,,3875,7,5,1590,1591,eString_DoubleBedCheckeredDuvetGreenShortDesc,eString_DoubleBedCheckeredDuvetGreenLongDesc,Gothic Double Bed in Green,A Gothic double bed with a green checkered duvet.,Furniture/DoubleBedCheckeredDuvetGreen.png,0x1514d8,
desktop_base,2,Bedroom,22,185,614,196,,3875,7,5,1592,1593,eString_DoubleBedCheckeredDuvetRedShortDesc,eString_DoubleBedCheckeredDuvetRedLongDesc,Gothic Double Bed in Red,A Gothic double bed with a red checkered duvet.,Furniture/DoubleBedCheckeredDuvetRed.png,0x151544,
desktop_base,2,Bedroom,23,163,592,174,,2195,7,5,1548,1549,eString_Gothic_SingleBedBlueShortDesc,eString_Gothic_SingleBedBlueLongDesc,Gothic Single Bed in Blue,A Gothic single bed with a blue striped duvet,Furniture/Gothic_SingleBedBlue.png,0x150bfc,
desktop_base,2,Bedroom,24,164,593,175,,2195,7,5,1550,1551,eString_Gothic_SingleBedRedShortDesc,eString_Gothic_SingleBedRedLongDesc,Gothic Single Bed in Red,A Gothic single bed with a red striped duvet,Furniture/Gothic_SingleBedRed.png,0x150c68,
desktop_base,2,Bedroom,25,188,617,199,,2150,7,5,1598,1599,eString_SingleBedCheckeredDuvetBlueShortDesc,eString_SingleBedCheckeredDuvetBlueLongDesc,Gothic Single Bed in Blue,A Gothic single bed with a blue checkered duvet.,Furniture/SingleBedCheckeredDuvetBlue.png,0x151688,
desktop_base,2,Bedroom,26,189,618,200,,2150,7,5,1600,1601,eString_SingleBedCheckeredDuvetRedShortDesc,eString_SingleBedCheckeredDuvetRedLongDesc,Gothic Single Bed in Red,A Gothic single bed with a red checkered duvet.,Furniture/SingleBedCheckeredDuvetRed.png,0x1516f4,
desktop_base,2,Bedroom,27,178,607,189,,495,7,5,1578,1579,eString_WhiteNightstandShortDesc,eString_WhiteNightstandLongDesc,Modern White Nightstand,"A simple, classic modern white nightstand.",Furniture/WhiteNightstand.png,0x151250,
desktop_base,2,Bedroom,28,159,588,170,,995,7,5,1540,1541,eString_BlackNightStandShortDesc,eString_BlackNightStandLongDesc,Gothic Nightstand,"A black, Gothic-style nightstand",Furniture/BlackNightStand.png,0x150a4c,
desktop_base,2,Bedroom,29,44,458,325,,250,0,5,1296,1297,eString_DresserStd1ShortDesc,eString_DresserStd1LongDesc,Standard Dresser,It's a vertical wooden dresser with 6 drawers.,Furniture/DresserStd1.png,0x14d9c8,
desktop_base,2,Bedroom,30,40,455,327,,450,3,5,1290,1291,eString_WideCabinetStdShortDesc,eString_WideCabinetStdLongDesc,Wide Cabinet,It's a wide cabinet for use in a bedroom or anywhere you need a little extra storage.,Furniture/SmallCradenzaStd.png,0x14d818,
desktop_base,2,Bedroom,31,68,525,90,,35,0,5,1428,1429,eString_Poster1StdShortDesc,eString_Poster1StdLongDesc,Landscape Poster,Personalize your space with a cool poster!,Furniture/Poster1Std.png,0x14e3e8,
desktop_base,2,Bedroom,32,69,526,91,,35,0,5,1430,1431,eString_Poster2StdShortDesc,eString_Poster2StdLongDesc,Farm Poster,Personalize your space with a farm poster!,Furniture/Poster2Std.png,0x14e454,
desktop_base,2,Bedroom,33,70,527,92,,55,0,5,1432,1433,eString_Poster3StdShortDesc,eString_Poster3StdLongDesc,Rose Poster,It is a rose.,Furniture/Poster3Std.png,0x14e4c0,
desktop_base,2,Bedroom,34,71,528,93,,75,0,5,1434,1435,eString_Poster4StdShortDesc,eString_Poster4StdLongDesc,Art Poster,Personalize your space with a cool art poster!,Furniture/Poster4Std.png,0x14e52c,
desktop_base,2,Bedroom,35,120,549,145,,55,2,5,1444,1445,eString_Poster4StdShortDesc,eString_Poster4StdLongDesc,Hearts Poster,Personalize your space with a cool poster.,Furniture/BigPosterHearts.png,0x14f9d8,
desktop_base,2,Bedroom,36,227,656,240,,2450,7,5,1676,1677,eString_DoubleBedBlueShortDesc,eString_DoubleBedBlueLongDesc,Blue Double Bed,"A rich, soft, blue double bed.",Furniture/DoubleBedBlue.png,0x1526fc,
desktop_base,2,Bedroom,37,228,657,241,,2175,5,5,1678,1679,eString_DoubleBedGreenShortDesc,eString_DoubleBedGreenLongDesc,Green Double Bed,A forest green double bed.,Furniture/DoubleBedGreen.png,0x152768,
desktop_base,2,Bedroom,38,229,658,242,,1695,3,5,1680,1681,eString_DoubleBedOrangeShortDesc,eString_DoubleBedOrangeLongDesc,Orange Double Bed,An extremely orange double bed.,Furniture/DoubleBedOrange.png,0x1527d4,
desktop_base,2,Bedroom,39,230,659,243,,1995,4,5,1682,1683,eString_DoubleBedPinkShortDesc,eString_DoubleBedPinkLongDesc,Pink Double Bed,A pink double bed.,Furniture/DoubleBedPink.png,0x152840,
